Wall time,Step,Value
1584450435.3645213,1,0.600781261920929
1584450446.226322,2,0.40743303298950195
1584450457.2396314,3,0.3241071403026581
1584450468.0281854,4,0.27404019236564636
1584450478.9229357,5,0.23915179073810577
1584450490.0092056,6,0.2278348207473755
1584450500.7830126,7,0.20401786267757416
1584450511.6676352,8,0.19453124701976776
1584450522.773188,9,0.1897098273038864
1584450533.8522732,10,0.17712053656578064
1584450544.7110689,11,0.1778571456670761
1584450555.8726225,12,0.16718749701976776
1584450567.2338848,13,0.16687500476837158
1584450578.5080345,14,0.1605803519487381
1584450589.831459,15,0.16176339983940125
1584450600.9129372,16,0.15479910373687744
1584450612.1810117,17,0.15354910492897034
1584450623.3103848,18,0.14752231538295746
1584450634.490636,19,0.14513392746448517
1584450645.5964499,20,0.1436830312013626
1584450656.7609909,21,0.14412946999073029
1584450667.9099815,22,0.137008935213089
1584450678.75596,23,0.13946428894996643
1584450689.6740088,24,0.13857142627239227
1584450700.7992337,25,0.13832589983940125
1584450712.02819,26,0.1352008879184723
1584450723.0173802,27,0.13388392329216003
1584450733.9915504,28,0.1302901804447174
1584450744.9546485,29,0.13214285671710968
1584450756.0303311,30,0.1308705359697342
1584450767.472829,31,0.13104911148548126
1584450778.6915064,32,0.1279464215040207
1584450789.9532793,33,0.12658482789993286
1584450801.3046076,34,0.1257142871618271
1584450812.1141372,35,0.12520089745521545
1584450823.1617064,36,0.12812499701976776
1584450834.2239628,37,0.12383928894996643
1584450845.6062899,38,0.12370535731315613
1584450856.4100933,39,0.12225446105003357
1584450867.286922,40,0.12482143193483353
1584450878.1545103,41,0.1234598234295845
1584450889.2376027,42,0.12118303775787354
1584450900.4103494,43,0.12337053567171097
1584450911.5590787,44,0.1187276765704155
1584450922.8349435,45,0.11904017627239227
1584450934.0833378,46,0.11964285373687744
1584450945.4790194,47,0.11636161059141159
1584450956.9482598,48,0.11799107491970062
1584450968.0312574,49,0.11752232164144516
1584450978.9720118,50,0.11459821462631226
1584450990.2170763,51,0.11241071671247482
1584451001.582826,52,0.11430803686380386
1584451012.7237184,53,0.11799107491970062
1584451023.4274044,54,0.11520089209079742
1584451034.7994914,55,0.11375000327825546
1584451045.691427,56,0.11450892686843872
1584451056.7285511,57,0.11287946254014969
1584451067.8595676,58,0.11064732074737549
1584451079.2343698,59,0.11069196462631226
1584451090.7346182,60,0.11254464089870453
1584451101.901001,61,0.11310268193483353
1584451112.9740388,62,0.11256696283817291
1584451124.153614,63,0.11377231776714325
1584451135.2663574,64,0.10991071164608002
1584451146.3982835,65,0.11549106985330582
1584451157.838455,66,0.11209821701049805
1584451168.9861116,67,0.1111830323934555
1584451180.355222,68,0.11136160790920258
1584451191.4483724,69,0.11321428418159485
1584451202.722735,70,0.10944196581840515
1584451213.7666273,71,0.1111830323934555
1584451225.0483832,72,0.10689732432365417
1584451236.4150596,73,0.10787946730852127
1584451247.4838672,74,0.11194196343421936
1584451258.8710728,75,0.1102232113480568
