Wall time,Step,Value
1584461141.6840947,1,0.8949330449104309
1584461185.5104177,2,0.8358482122421265
1584461230.2216506,3,0.7481473088264465
1584461275.8173192,4,0.6415848135948181
1584461321.1209698,5,0.5598884224891663
1584461367.4158642,6,0.49515625834465027
1584461413.5849514,7,0.4236830472946167
1584461459.3546445,8,0.371383935213089
1584461506.636911,9,0.3277232050895691
1584461551.690949,10,0.2961830496788025
1584461597.3512263,11,0.26247766613960266
1584461643.7406256,12,0.24299107491970062
1584461689.3131828,13,0.2271205335855484
1584461735.578258,14,0.2123214304447174
1584461782.699042,15,0.1975223273038864
1584461828.796038,16,0.19316963851451874
1584461875.0795655,17,0.1854241043329239
1584461921.5474694,18,0.17245535552501678
1584461969.211906,19,0.17441964149475098
1584462015.737701,20,0.164352685213089
1584462063.6891654,21,0.16151785850524902
1584462110.6869943,22,0.15770089626312256
1584462157.9577754,23,0.1524776816368103
1584462204.1837409,24,0.1502455323934555
1584462251.3027377,25,0.14497767388820648
1584462296.9620526,26,0.14095981419086456
1584462342.6507764,27,0.1404687464237213
1584462389.745763,28,0.13752232491970062
1584462436.3729796,29,0.13946428894996643
1584462481.9791996,30,0.1348883956670761
1584462528.5452917,31,0.13145089149475098
1584462573.6551154,32,0.12984375655651093
1584462620.3707004,33,0.13037946820259094
1584462666.9723682,34,0.12464285641908646
1584462713.0679193,35,0.1272321492433548
1584462758.7035651,36,0.12225446105003357
1584462804.9958336,37,0.12303571403026581
1584462851.7072985,38,0.12087053805589676
1584462898.5218582,39,0.1209598183631897
1584462943.5212805,40,0.11665178835391998
1584462989.882914,41,0.11595982313156128
1584463035.4475172,42,0.11814732104539871
1584463081.926311,43,0.11502232402563095
1584463127.523595,44,0.11180803924798965
1584463172.2558646,45,0.11274553835391998
1584463219.4508915,46,0.11252231895923615
1584463265.543797,47,0.10689732432365417
1584463312.2794845,48,0.1121651753783226
1584463358.6254463,49,0.10946428775787354
1584463406.1378465,50,0.11042410880327225
1584463452.4752884,51,0.11060267686843872
1584463499.4135685,52,0.10732142627239227
1584463545.9691532,53,0.10537946224212646
1584463592.806133,54,0.10433035343885422
1584463639.0350533,55,0.10381696373224258
1584463684.4951513,56,0.10180803388357162
1584463729.6464407,57,0.10640624910593033
1584463777.4030404,58,0.10256696492433548
1584463823.4301023,59,0.10502231866121292
1584463870.4272294,60,0.1032366082072258
1584463917.5346348,61,0.10129464417695999
1584463963.9288056,62,0.10328125208616257
1584464010.0638402,63,0.10051339119672775
1584464054.9787076,64,0.09845982491970062
1584464100.9609578,65,0.10245535522699356
1584464146.4689963,66,0.1011383906006813
1584464191.6701632,67,0.09904018044471741
1584464237.8209023,68,0.09984374791383743
1584464283.6064134,69,0.0975223183631897
1584464329.5750415,70,0.0991964265704155
1584464375.8409245,71,0.09814731776714325
1584464421.7372746,72,0.0954241082072258
1584464468.407387,73,0.09669642895460129
1584464513.5757408,74,0.09745535999536514
1584464560.1385374,75,0.0986383929848671
1584464605.1940832,76,0.09995535761117935
1584464650.80178,77,0.09767857193946838
1584464696.826461,78,0.09526785463094711
1584464741.602752,79,0.0993303582072258
1584464788.7811973,80,0.09526785463094711
1584464833.8179495,81,0.09245535731315613
1584464880.0273433,82,0.09470982104539871
1584464926.1718366,83,0.09671875089406967
1584464971.6086333,84,0.09350446611642838
1584465016.4928877,85,0.09098214656114578
1584465063.8344626,86,0.0927678570151329
1584465109.66095,87,0.09453125298023224
1584465155.29027,88,0.09294642508029938
1584465200.7778885,89,0.09325893223285675
1584465247.2408702,90,0.09267856925725937
1584465293.2730033,91,0.09368303418159485
1584465339.3564935,92,0.09415178745985031
1584465386.1401463,93,0.09243303537368774
1584465432.4085882,94,0.09348214417695999
1584465479.0088544,95,0.09120535850524902
1584465526.5972936,96,0.09071428328752518
1584465573.037343,97,0.09229910373687744
1584465619.4034903,98,0.09506696462631226
1584465665.5995245,99,0.08725446462631226
1584465711.7695913,100,0.09091518074274063
1584465758.2592733,101,0.09125000238418579
1584465804.861671,102,0.08805803209543228
1584465851.6559665,103,0.050982143729925156
