Wall time,Step,Value
1584409169.2244163,1,1.703697919845581
1584409196.8140562,2,1.182510256767273
1584409224.7902734,3,0.9572126865386963
1584409252.455232,4,0.8061865568161011
1584409280.0613554,5,0.7145169377326965
1584409308.037232,6,0.6451174020767212
1584409335.8659313,7,0.5982731580734253
1584409363.742783,8,0.5649502277374268
1584409391.9720767,9,0.5298200249671936
1584409419.674927,10,0.5112432837486267
1584409447.860708,11,0.49469462037086487
1584409475.7114594,12,0.47586342692375183
1584409503.4681199,13,0.4614029824733734
1584409531.3049462,14,0.45622557401657104
1584409558.584857,15,0.4390847384929657
1584409586.4515705,16,0.43097496032714844
1584409614.412662,17,0.41402316093444824
1584409642.023471,18,0.40432795882225037
1584409669.7606869,19,0.4037560224533081
1584409697.63748,20,0.3970578908920288
1584409725.9123526,21,0.38181158900260925
1584409753.8144777,22,0.3763069808483124
1584409781.8092299,23,0.3730546236038208
1584409809.8022757,24,0.37131571769714355
1584409837.77215,25,0.358853816986084
1584409865.8063536,26,0.35795363783836365
1584409893.5099857,27,0.36178216338157654
1584409921.7231886,28,0.3559509515762329
1584409949.4351203,29,0.33874204754829407
1584409977.5074532,30,0.34402042627334595
1584410005.587561,31,0.33516925573349
1584410034.1083622,32,0.3292304575443268
1584410062.2823532,33,0.33310824632644653
1584410090.6371577,34,0.322786420583725
1584410118.4716158,35,0.3242011070251465
1584410146.4619167,36,0.32057228684425354
1584410173.924388,37,0.32126694917678833
1584410201.89368,38,0.3179817795753479
1584410230.0586348,39,0.31170710921287537
1584410257.7080677,40,0.3132688105106354
1584410286.1801813,41,0.3108442723751068
1584410314.3073766,42,0.3090400695800781
1584410342.2602513,43,0.30308887362480164
1584410369.9778664,44,0.30048760771751404
1584410397.675322,45,0.29390448331832886
1584410425.5140688,46,0.29439491033554077
1584410453.173977,47,0.2994556128978729
1584410481.319898,48,0.3044559359550476
1584410509.1093447,49,0.2947165071964264
1584410536.6642077,50,0.2958448827266693
1584410564.4012835,51,0.2895619869232178
1584410592.2134914,52,0.2877991199493408
1584410619.854765,53,0.28928467631340027
1584410647.3191223,54,0.29526254534721375
1584410674.872087,55,0.281466543674469
1584410702.7418156,56,0.2863045036792755
1584410730.4086704,57,0.2868255078792572
1584410757.8458474,58,0.2909681499004364
1584410785.836766,59,0.27601397037506104
1584410813.6586266,60,0.2861674726009369
1584410841.5080116,61,0.2875032126903534
1584410869.2291505,62,0.28568145632743835
1584410897.0324242,63,0.2816581726074219
1584410924.6193674,64,0.27207496762275696
1584410952.4492402,65,0.2752678096294403
1584410980.177542,66,0.28298676013946533
1584411008.0764399,67,0.2698054909706116
1584411035.8716657,68,0.2720070481300354
1584411063.4783955,69,0.27821093797683716
1584411091.0173926,70,0.27742624282836914
1584411119.0223193,71,0.2739039659500122
1584411147.3427196,72,0.2757663428783417
1584411175.6317346,73,0.2650669515132904
1584411204.17435,74,0.2715180814266205
1584411232.8239436,75,0.26931869983673096
1584411260.9485166,76,0.2725498080253601
1584411289.0910883,77,0.2728111743927002
1584411316.911445,78,0.2711494266986847
1584411344.349479,79,0.2579730153083801
1584411372.2450428,80,0.2650487422943115
1584411400.1133552,81,0.27866268157958984
1584411427.5955923,82,0.2744024991989136
1584411455.2798543,83,0.2608039975166321
1584411483.2130125,84,0.2651686668395996
1584411510.5471098,85,0.26909613609313965
1584411537.8945024,86,0.2642926573753357
1584411565.3910017,87,0.2616511881351471
1584411593.2234354,88,0.2583901584148407
1584411621.21805,89,0.271848201751709
1584411649.2056434,90,0.26599207520484924
1584411676.4785874,91,0.26344192028045654
1584411704.5034451,92,0.25289079546928406
1584411732.3810773,93,0.2649579644203186
1584411760.1785424,94,0.26768502593040466
1584411788.1521466,95,0.262937992811203
1584411815.8049638,96,0.15548689663410187
1584411843.30791,97,0.11400977522134781
1584411871.1732867,98,0.09815110266208649
1584411898.5339913,99,0.09104528278112411
1584411926.2720165,100,0.08328492939472198
1584411954.1738765,101,0.07149562984704971
1584411982.0272484,102,0.06817743182182312
1584412009.773819,103,0.06123066693544388
1584412037.4355676,104,0.057039909064769745
1584412065.4188683,105,0.05275777727365494
1584412093.510846,106,0.05068095028400421
1584412121.1933556,107,0.04971581697463989
1584412149.3467426,108,0.04462302476167679
1584412176.7300856,109,0.04165894538164139
1584412204.6724522,110,0.04129089042544365
1584412232.3590343,111,0.03871937096118927
1584412260.1795497,112,0.03715624287724495
1584412288.0706637,113,0.03650975599884987
1584412315.7255208,114,0.03471123427152634
1584412343.651769,115,0.0323839895427227
1584412371.199155,116,0.0309724323451519
1584412398.989879,117,0.03174223378300667
1584412426.3027084,118,0.029037421569228172
1584412453.8585413,119,0.030568702146410942
1584412481.6823518,120,0.02772575058043003
1584412509.4226096,121,0.02745453640818596
1584412537.582687,122,0.026995284482836723
