Wall time,Step,Value
1584409134.135404,1,0.7993527054786682
1584409156.6411135,2,0.6271205544471741
1584409183.9430628,3,0.5316740870475769
1584409210.7117307,4,0.43522322177886963
1584409237.8893034,5,0.3689732253551483
1584409264.7113433,6,0.3106919527053833
1584409291.7516158,7,0.27544641494750977
1584409318.933604,8,0.24334821105003357
1584409345.9551792,9,0.22381696105003357
1584409373.2362626,10,0.20743303000926971
1584409400.3470361,11,0.19799107313156128
1584409427.1674209,12,0.18399553000926971
1584409454.2621934,13,0.17988839745521545
1584409481.7158692,14,0.17473214864730835
1584409508.3226917,15,0.16738839447498322
1584409534.7376406,16,0.1619642823934555
1584409561.4928663,17,0.15718750655651093
1584409588.647088,18,0.1541741043329239
1584409616.4136195,19,0.1509598195552826
1584409643.7655866,20,0.14531250298023224
1584409671.3765783,21,0.14151786267757416
1584409698.9927955,22,0.14087054133415222
1584409727.1399605,23,0.13982142508029938
1584409754.5048282,24,0.13578124344348907
1584409782.4290786,25,0.13283482193946838
1584409810.3270583,26,0.13176339864730835
1584409838.296638,27,0.13203124701976776
1584409866.0449867,28,0.12812499701976776
1584409893.3613863,29,0.12169642746448517
1584409921.5268815,30,0.12493303418159485
1584409948.7968395,31,0.12270089238882065
1584409976.5431426,32,0.11720982193946838
1584410004.180455,33,0.12002231925725937
1584410031.8211172,34,0.11491071432828903
1584410059.0805295,35,0.11647321283817291
1584410086.393243,36,0.1166294664144516
1584410113.478292,37,0.11303571611642838
1584410141.0138261,38,0.1137053593993187
1584410168.199279,39,0.11120535433292389
1584410195.2676547,40,0.11337053775787354
1584410222.37264,41,0.11037946492433548
1584410249.8770657,42,0.11187499761581421
1584410276.8513944,43,0.10988838970661163
1584410303.9536893,44,0.10754464566707611
1584410331.3960567,45,0.10368303209543228
1584410358.0431514,46,0.1056026816368103
1584410384.8128028,47,0.10854911059141159
1584410412.1248472,48,0.10459821671247482
1584410439.3270328,49,0.10433035343885422
1584410466.6399484,50,0.10424107313156128
1584410494.0822713,51,0.10466517508029938
1584410521.1586607,52,0.10354910790920258
1584410547.9297493,53,0.10479910671710968
1584410575.3556182,54,0.10131696611642838
1584410602.7463174,55,0.10098214447498322
1584410630.0891747,56,0.10354910790920258
1584410656.780294,57,0.09939732402563095
1584410683.602557,58,0.10372767597436905
1584410710.8532562,59,0.10183035582304001
1584410738.0801575,60,0.10040178894996643
1584410765.0754855,61,0.10004464536905289
1584410792.564119,62,0.10176339000463486
1584410819.9502711,63,0.10035714507102966
1584410846.8057468,64,0.09520089626312256
1584410874.165964,65,0.059620536863803864
1584410901.4712064,66,0.04714285582304001
1584410928.547823,67,0.04044642671942711
1584410956.0709212,68,0.03589285537600517
1584410982.9501567,69,0.034285712987184525
1584411010.4316645,70,0.030714286491274834
1584411037.6487062,71,0.029754463583230972
1584411065.0085185,72,0.026316964998841286
1584411092.4199219,73,0.024687500670552254
1584411120.2480068,74,0.02421874925494194
1584411147.9972405,75,0.02265625074505806
1584411175.9115365,76,0.022187499329447746
1584411204.2544556,77,0.020111607387661934
1584411232.8403516,78,0.0184151791036129
1584411260.63681,79,0.018995536491274834
1584411288.6085548,80,0.01763392798602581
1584411316.207939,81,0.017209822311997414
1584411343.274214,82,0.01662946492433548
1584411370.8722565,83,0.015781249850988388
1584411398.5600312,84,0.014843749813735485
1584411425.6089694,85,0.015223214402794838
1584411452.995053,86,0.014040178619325161
1584411480.2361019,87,0.014352678321301937
